,Group,W1X0,W1X1,W1X2,W1X3,W1X4,W1X5,W1X6,W1X7,W1X8,W1X9,W2X0,W2X1,W2X2,W2X3,W2X4,W2X5,W2X6,W2X7,W2X8,W2X9,W3X0,W3X1,W3X2,W3X3,W3X4,W3X5,W3X6,W3X7,W3X8,W3X9,W4X0,W4X1,W4X2,W4X3,W4X4,W4X5,W4X6,W4X7,W4X8,W4X9,W5X0,W5X1,W5X2,W5X3,W5X4,W5X5,W5X6,W5X7,W5X8,W5X9
s0,0,1.2676585687992674,1.407736280664548,1.6633776761813648,1.027585649551611,1.591115890626606,0.9345787458306315,1.064573584082035,1.2643099132208053,1.1987225285383971,1.0873514197807583,1.0445270005563798,1.4502188506237548,0.7800872439651763,0.7628692532939174,1.5485136726359094,1.123428464844323,1.103236882049925,1.1287281953965427,1.002071599701909,1.6548643583601814,1.721719213243941,0.814466636513056,0.9028077629596472,1.423434941776145,0.8721369636030467,1.2034384882059437,1.6128062108370165,1.2365201172161822,1.200833989830874,1.6451576391329041,1.5540733501761763,1.6032251153624193,1.0545962442393901,0.8380966293320642,0.9257130446772227,0.9882756885875442,1.6087453843866528,1.3031784214153301,0.7875795606862704,1.5336935471738533,0.6404072731453918,1.0412309794940642,1.1344266455758887,1.3248214705879962,1.0190674304441583,1.1330385593156573,1.3611583439380177,0.6777283027876375,1.2291658281776097,1.0314737964632148
s1,0,1.2581385687992674,1.352616280664548,1.6119976761813648,0.9180056495516109,1.4738158906266063,0.8642587458306316,0.9268135840820351,1.1793099132208054,1.132142528538397,1.0532114197807583,0.93276700055638,1.3913588506237549,0.7516272439651762,0.7174492532939174,1.4387936726359096,1.0665084648443228,1.019856882049925,1.1002681953965427,0.971951599701909,1.6299043583601813,1.5401592132439408,0.744146636513056,0.7309077629596472,1.3874949417761449,0.8268169636030467,1.1520584882059437,1.5767662108370164,1.2075201172161822,1.053513989830874,1.5790976391329041,1.3290933501761764,1.526785115362419,1.05211624423939,0.8025566293320642,0.7883930446772226,0.8565556885875442,1.484685384386653,1.2169184214153304,0.6611795606862704,1.4316935471738534,0.47430727314539184,0.8387109794940643,1.007706645575889,1.238041470587996,0.8909674304441583,1.0496985593156571,1.2362383439380178,0.5506483027876374,1.1531458281776095,0.8980737964632148
s2,0,1.1937185687992673,1.329896280664548,1.579317676181365,0.9333256495516109,1.4831158906266062,0.8554387458306315,0.944553584082035,1.1940099132208055,1.113362528538397,1.0316714197807584,0.93120700055638,1.3785988506237548,0.7110672439651762,0.6494292532939174,1.4622736726359096,1.0446884648443229,1.0080968820499252,1.0597081953965426,0.9241315997019091,1.5534443583601814,1.598699213243941,0.735326636513056,0.7864077629596472,1.3668549417761449,0.7928969636030467,1.1193784882059439,1.5220262108370166,1.1662601172161822,1.1083939898308741,1.5699376391329043,1.4176533501761766,1.4944051153624192,1.0011762442393901,0.7622166293320642,0.8201530446772226,0.8778356885875442,1.5116053843866528,1.2046584214153302,0.6882995606862704,1.4326335471738534,0.5304072731453918,0.9101509794940642,1.0174266455758887,1.216161470587996,0.9245274304441582,1.0430985593156572,1.2450583439380178,0.5852283027876375,1.1437058281776096,0.9168737964632148
s3,0,1.2986185687992675,1.479196280664548,1.731057676181365,1.0411256495516108,1.6105958906266062,1.0195387458306315,1.0261735840820352,1.3027499132208054,1.2799025285383971,1.1566714197807584,1.0737470005563798,1.5254588506237547,0.8283272439651762,0.7478292532939175,1.5928736726359096,1.181368464844323,1.111116882049925,1.1769681953965427,1.0059715997019092,1.6977043583601814,1.737339213243941,0.899426636513056,0.8951877629596472,1.479234941776145,0.8895369636030467,1.2711184882059436,1.6361662108370165,1.2906801172161821,1.218113989830874,1.6663176391329042,1.5817133501761764,1.6094651153624193,1.1163562442393902,0.9059966293320642,0.9743130446772227,1.0041556885875442,1.6611453843866528,1.3093784214153303,0.8323795606862704,1.5593135471738533,0.6393472731453919,1.0669909794940642,1.1659666455758888,1.391041470587996,1.0699874304441583,1.203018559315657,1.4062183439380176,0.7592683027876375,1.2683058281776096,1.1075737964632149
s4,0,1.2785785687992675,1.423396280664548,1.680097676181365,1.031965649551611,1.5991958906266062,0.9518187458306315,1.063093584082035,1.2696699132208054,1.217022528538397,1.0991114197807583,1.05610700055638,1.4648188506237547,0.7915272439651763,0.7716292532939174,1.5567136726359094,1.136648464844323,1.109116882049925,1.1401681953965428,1.0072515997019091,1.6731843583601813,1.727419213243941,0.831706636513056,0.9034277629596472,1.432754941776145,0.8788969636030467,1.2201584882059437,1.6241262108370165,1.2497601172161823,1.2024339898308742,1.6499976391329043,1.5632333501761764,1.613025115362419,1.06743624423939,0.8553566293320642,0.9379130446772227,0.9962356885875442,1.6207453843866528,1.31021842141533,0.7989395606862704,1.5441135471738534,0.6446272731453918,1.0508309794940642,1.147686645575889,1.345321470587996,1.0319074304441582,1.1505785593156572,1.3768583439380178,0.6947083027876375,1.2409858281776096,1.0525737964632147
s5,0,1.0286785687992674,1.094956280664548,1.354037676181365,0.7120656495516109,1.257875890626606,0.5971987458306316,0.7584735840820351,0.9586899132208054,0.8647825285383972,0.8037914197807583,0.7050670005563799,1.1339988506237548,0.5130672439651762,0.5155892532939175,1.2102336726359095,0.820308464844323,0.8170568820499251,0.8617081953965428,0.767471599701909,1.3804443583601813,1.332159213243941,0.477086636513056,0.5440677629596471,1.149534941776145,0.6129369636030467,0.8940984882059437,1.3508262108370164,0.9702601172161822,0.8519939898308742,1.3675776391329042,1.1363733501761764,1.3246851153624193,0.8113362442393901,0.5623966293320641,0.5659530446772226,0.6622356885875442,1.2604853843866528,1.0281784214153302,0.4497395606862704,1.2348535471738535,0.33498727314539184,0.6494309794940643,0.8029266455758888,0.993461470587996,0.7006874304441583,0.8167185593156572,1.0199983439380178,0.31788830278763747,0.9540858281776097,0.6677737964632148
s6,0,1.2138985687992674,1.3530762806645482,1.609377676181365,0.9032456495516109,1.4677958906266062,0.8796187458306315,0.892013584082035,1.1683499132208053,1.144422528538397,1.0412314197807584,0.9317870005563799,1.394898850623755,0.7253672439651763,0.6619092532939175,1.4433536726359095,1.0588484648443228,0.993036882049925,1.0740081953965428,0.9182515997019091,1.6031443583601814,1.558179213243941,0.7595066365130559,0.7289877629596472,1.3673949417761448,0.7880169636030467,1.1494384882059436,1.5399262108370166,1.1886801172161823,1.0553939898308742,1.5501576391329042,1.3844333501761765,1.5012251153624192,1.02587624423939,0.8007566293320642,0.8151930446772226,0.8618356885875442,1.5077853843866529,1.1968184214153301,0.6835795606862703,1.4339135471738533,0.4971472731453918,0.8850709794940642,1.0254466455758888,1.2591614705879959,0.9283874304441582,1.0725785593156572,1.2620983439380178,0.5997883027876375,1.1553858281776095,0.9521737964632148
s7,0,1.1216185687992675,1.218316280664548,1.4721976761813649,0.8168256495516109,1.3623758906266064,0.7306987458306315,0.8366135840820351,1.0775499132208055,0.9930825285383972,0.9287314197807583,0.8106270005563799,1.2625588506237548,0.6213472439651763,0.5816492532939174,1.3327136726359097,0.9374084648443229,0.9094368820499251,0.9699881953965428,0.8517715997019091,1.4728643583601815,1.446979213243941,0.610586636513056,0.6476877629596471,1.268214941776145,0.7073769636030467,1.0122584882059438,1.4411262108370164,1.0768801172161822,0.9697139898308741,1.4710976391329043,1.2493533501761764,1.4050051153624192,0.9205962442393901,0.6689966293320642,0.6824730446772227,0.7577356885875443,1.378325384386653,1.1109784214153302,0.5596595606862704,1.3261335471738533,0.4114272731453918,0.7552309794940643,0.8978266455758888,1.101041470587996,0.8012674304441583,0.9280985593156572,1.1211583439380177,0.4438683027876375,1.0463458281776097,0.7803737964632147
s8,0,1.1991785687992675,1.2625762806645482,1.5245576761813648,0.8781656495516109,1.4288158906266062,0.7638587458306315,0.9302535840820351,1.1186699132208053,1.0343425285383971,0.9648514197807583,0.8791270005563799,1.2987188506237548,0.6797072439651762,0.6966092532939174,1.3738736726359095,0.987708464844323,0.9837568820499251,1.0283481953965428,0.9363515997019091,1.5606243583601813,1.501279213243941,0.643746636513056,0.7110277629596472,1.310374941776145,0.7808569636030467,1.0646184882059437,1.5247662108370164,1.1318801172161823,1.012833989830874,1.5314176391329042,1.2863133501761765,1.4921651153624191,0.9695162442393901,0.7174566293320641,0.7229930446772226,0.8182556885875443,1.415805384386653,1.1846184214153301,0.5998195606862704,1.3853135471738534,0.45804727314539184,0.7970709794940642,0.9570466455758888,1.1556214705879961,0.8291074304441582,0.9661185593156572,1.1743383439380177,0.46048830278763747,1.0960858281776096,0.8128737964632148
s9,0,1.2400985687992674,1.343396280664548,1.595697676181365,0.9256456495516109,1.4702358906266062,0.8579787458306315,0.929893584082035,1.1958299132208055,1.1187825285383972,1.0571914197807581,0.9199470005563799,1.3892188506237548,0.7436072439651762,0.6836292532939174,1.4491936726359094,1.059448464844323,1.0152768820499252,1.0922481953965426,0.9633315997019091,1.5894243583601813,1.5498992132439409,0.737866636513056,0.7469477629596472,1.3936349417761449,0.8211369636030467,1.1357584882059437,1.5547662108370166,1.195280117216182,1.0784339898308741,1.585597639132904,1.3343533501761764,1.5038251153624191,1.0438362442393903,0.7819166293320642,0.7863930446772226,0.8517556885875442,1.4846653843866529,1.2060584214153303,0.6590995606862704,1.4195535471738534,0.47630727314539184,0.8388309794940643,0.9894466455758888,1.207321470587996,0.8854274304441583,1.0330585593156572,1.2158183439380177,0.5471083027876374,1.1407458281776095,0.8741737964632148
