,Group,W1X0,W1X1,W1X2,W1X3,W1X4,W1X5,W1X6,W1X7,W1X8,W1X9,W2X0,W2X1,W2X2,W2X3,W2X4,W2X5,W2X6,W2X7,W2X8,W2X9,W3X0,W3X1,W3X2,W3X3,W3X4,W3X5,W3X6,W3X7,W3X8,W3X9,W4X0,W4X1,W4X2,W4X3,W4X4,W4X5,W4X6,W4X7,W4X8,W4X9,W5X0,W5X1,W5X2,W5X3,W5X4,W5X5,W5X6,W5X7,W5X8,W5X9
s0,0,1.0769653145442568,1.3180989055457082,0.7519608988386478,1.564534612521442,1.0714951707236768,1.6210541283185265,1.5120094090255072,1.436770699423435,1.5390393514773488,1.1182466730764253,0.887995426599439,0.9608847835993372,1.3455281625446172,0.9728320137957424,1.0300257854963761,1.0020125735996621,1.1465482220095824,1.5685534893262112,1.6631185091459835,1.5811992218421973,0.9606122333281224,1.74497841699798,0.9042744527862563,0.7582024841252826,1.425920282447171,1.6054676846383558,1.6011354717228077,1.3140385149560923,1.4764764627691092,0.7575807838082858,0.7895142237320808,1.4754381100389709,0.7040738717114016,1.0066082090238413,0.822755614569346,1.4823223627110744,0.9822805515289427,1.1872379649323221,1.3944009585686463,0.8288137094536266,1.3221679941082813,0.5422295031276815,1.0845576543647708,1.3145737995577753,1.1260149427490984,0.972860150579236,0.5745164375642082,1.3213724550306831,0.6897451790108792,1.3414384360434592
s1,0,0.9150053145442569,1.1734789055457082,0.6045608988386478,1.4508746125214422,0.9650551707236769,1.5146141283185264,1.378309409025507,1.2853306994234353,1.3856793514773489,0.9940066730764252,0.726895426599439,0.8075247835993372,1.2564881625446171,0.8323120137957424,0.8893057854963762,0.891932573599662,1.0439482220095826,1.4582734893262113,1.5647585091459835,1.4793592218421974,0.8208922333281224,1.5647184169979802,0.7885344527862562,0.6086824841252826,1.252840282447171,1.4259676846383558,1.4076754717228077,1.1392985149560921,1.379896462769109,0.5822207838082858,0.6498942237320808,1.3027581100389707,0.5484338717114016,0.8318082090238413,0.691735614569346,1.3493823627110744,0.8479205515289427,1.0353379649323222,1.2048409585686461,0.6374337094536268,1.1808279941082813,0.4541295031276815,0.9449376543647708,1.1633737995577753,0.9605549427490984,0.8561401505792361,0.4691764375642082,1.1720524550306832,0.5699451790108792,1.2301784360434591
s2,0,0.922285314544257,1.1646389055457083,0.6007608988386478,1.338754612521442,0.8994751707236768,1.4490341283185264,1.3704094090255072,1.261750699423435,1.360159351477349,0.9463266730764253,0.7271954265994389,0.7820047835993372,1.141208162544617,0.8096720137957424,0.850765785496376,0.8383725735996621,0.9822482220095825,1.3888134893262114,1.5387385091459835,1.4184392218421973,0.8248522333281224,1.5658584169979801,0.7158144527862562,0.5870424841252826,1.243280282447171,1.4278876846383555,1.4369554717228077,1.1101185149560924,1.306336462769109,0.5961607838082857,0.6663542237320808,1.3082581100389707,0.5408338717114015,0.8250482090238412,0.6698156145693459,1.3311023627110745,0.8461605515289427,1.0337979649323221,1.1988409585686464,0.6475737094536267,1.1945079941082815,0.4184495031276815,0.9502376543647708,1.1794537995577754,0.9958549427490984,0.8555001505792361,0.4418564375642082,1.1495724550306832,0.551525179010879,1.2216384360434591
s3,0,1.0806853145442568,1.3694589055457083,0.7762408988386478,1.662454612521442,1.1132151707236768,1.6627741283185264,1.5369694090255073,1.479210699423435,1.5742793514773488,1.1946066730764253,0.9115954265994389,0.9961247835993372,1.4177281625446172,0.9888720137957423,1.078625785496376,0.9967725735996621,1.2026682220095823,1.5958734893262112,1.6685185091459833,1.6011392218421974,1.0136922333281224,1.79239841699798,0.9560944527862563,0.8078424841252826,1.488600282447171,1.6167076846383557,1.6388154717228076,1.3197985149560922,1.504476462769109,0.8067207838082857,0.7991742237320808,1.540798110038971,0.7483738717114016,1.0747282090238413,0.8865356145693459,1.5163023627110745,1.0226005515289427,1.2124779649323223,1.4519209585686461,0.8131137094536267,1.3598679941082814,0.6043895031276815,1.1394176543647707,1.3885937995577753,1.2029749427490983,1.030040150579236,0.6450964375642082,1.4062524550306832,0.7732251790108791,1.4193184360434592
s4,0,1.064585314544257,1.329878905545708,0.7553208988386478,1.474154612521442,1.048355170723677,1.5979141283185265,1.5326294090255073,1.4072706994234352,1.499599351477349,1.1102866730764251,0.874095426599439,0.9214447835993372,1.281248162544617,0.9521720137957423,0.9963857854963761,0.9719725735996622,1.1432882220095826,1.5255334893262114,1.7056985091459835,1.5591592218421972,1.0037322333281224,1.7045584169979802,0.8519944527862563,0.7386424841252827,1.391720282447171,1.5462676846383556,1.5866754717228078,1.2175785149560923,1.4507164627691091,0.7485007838082858,0.8089942237320809,1.4381581100389709,0.6800738717114015,0.9560882090238413,0.8054956145693459,1.4648023627110747,0.9883605515289428,1.156177964932322,1.3248409585686463,0.7353537094536268,1.3156479941082815,0.5500695031276815,1.084677654364771,1.3009937995577754,1.1269349427490984,0.9730801505792361,0.5754564375642082,1.2857524550306834,0.7018851790108791,1.3315584360434591
s5,0,0.742225314544257,0.9962989055457082,0.4318008988386478,1.351294612521442,0.8352151707236768,1.3847741283185264,1.2052294090255071,1.127530699423435,1.2326393514773488,0.8410066730764253,0.554455426599439,0.6544847835993373,1.1606881625446173,0.6786120137957423,0.7410457854963761,0.7661725735996621,0.9045882220095827,1.3379534893262113,1.4049985091459836,1.3546792218421975,0.6290922333281225,1.39399841699798,0.6696144527862563,0.4461224841252826,1.081400282447171,1.2699276846383556,1.2120554717228078,1.0056185149560923,1.259256462769109,0.3968807838082858,0.4807942237320808,1.1411381100389708,0.3883938717114016,0.6734882090238413,0.549275614569346,1.2047823627110745,0.6897605515289427,0.8870179649323222,1.0450409585686464,0.49819370945362673,1.0317479941082814,0.33408950312768154,0.7896376543647708,1.0119937995577755,0.7893749427490984,0.7246401505792361,0.3391964375642082,1.0247524550306832,0.41870517901087917,1.1110784360434591
s6,0,0.9018053145442569,1.1948789055457083,0.6055608988386477,1.444674612521442,0.9481551707236768,1.4977141283185265,1.3814094090255071,1.285630699423435,1.3776793514773489,1.0144066730764254,0.725795426599439,0.7995247835993372,1.2340881625446172,0.8143120137957424,0.8872057854963761,0.842532573599662,1.0436482220095824,1.4247734893262112,1.5492585091459834,1.4481592218421975,0.8550922333281225,1.5776184169979799,0.7711344527862563,0.6172824841252826,1.2738402824471708,1.4079676846383555,1.4296754717228077,1.0959985149560922,1.348496462769109,0.6079207838082857,0.6529942237320808,1.3336581100389708,0.5590338717114015,0.8564082090238413,0.713935614569346,1.3493823627110744,0.8647205515289427,1.0334379649323222,1.2172409585686461,0.5965337094536267,1.2014279941082813,0.4757295031276815,0.9758376543647708,1.2123737995577755,1.0224549427490985,0.8883401505792361,0.4991764375642082,1.2064524550306832,0.6148451790108791,1.2740784360434592
s7,0,0.8857853145442569,1.0959189055457084,0.5510008988386478,1.4035546125214422,0.9147551707236768,1.4643141283185264,1.313229409025507,1.239670699423435,1.3511993514773488,0.9108466730764253,0.684855426599439,0.7730447835993373,1.2101281625446172,0.7991320137957424,0.8416657854963762,0.8784525735996621,0.9712882220095825,1.4303334893262112,1.4986585091459834,1.4440792218421974,0.7226122333281224,1.52391841699798,0.7503144527862562,0.5518424841252826,1.196680282447171,1.4225476846383556,1.3571154717228078,1.1610585149560921,1.340436462769109,0.5207007838082858,0.6001142237320808,1.251278110038971,0.5005138717114015,0.7851282090238413,0.628615614569346,1.3055223627110744,0.7858805515289427,1.007177964932322,1.1761209585686463,0.6764737094536267,1.1324479941082815,0.3793095031276815,0.8789976543647708,1.0960737995577754,0.8818549427490984,0.7925601505792361,0.3924964375642082,1.1054324550306833,0.4754851790108791,1.160718436043459
s8,0,0.836285314544257,1.0727989055457083,0.5139208988386478,1.366754612521442,0.8737151707236768,1.4232741283185264,1.280569409025507,1.2007106994234351,1.306279351477349,0.8907666730764252,0.643355426599439,0.7281247835993372,1.1682081625446172,0.7506320137957423,0.8032057854963761,0.8154525735996621,0.9421682220095826,1.3773734893262115,1.4613785091459834,1.3948592218421973,0.7093722333281225,1.48735841699798,0.7067144527862563,0.5188424841252826,1.166760282447171,1.3658876846383556,1.3241554717228077,1.0878785149560923,1.291896462769109,0.49402078380828574,0.5670942237320808,1.2288181100389708,0.4680138717114016,0.7575682090238413,0.609355614569346,1.2711223627110746,0.7627205515289427,0.9676779649323222,1.1370009585686462,0.6024337094536267,1.1109679941082815,0.3695295031276815,0.8643376543647708,1.0912737995577755,0.8826949427490984,0.7843201505792361,0.3844364375642082,1.0899324550306833,0.4739251790108791,1.1614784360434591
s9,0,0.926905314544257,1.1849389055457082,0.6168408988386478,1.459374612521442,0.9783151707236768,1.5278741283185264,1.3918494090255071,1.295670699423435,1.395959351477349,1.0050466730764254,0.737915426599439,0.8178047835993372,1.2683281625446172,0.8447320137957424,0.8999057854963761,0.9068925735996621,1.0573282220095825,1.4714134893262112,1.5818985091459834,1.4934592218421974,0.8334122333281224,1.57235841699798,0.7995544527862563,0.6190824841252826,1.260840282447171,1.4343276846383555,1.4160954717228078,1.1480785149560924,1.394296462769109,0.5909207838082857,0.6615142237320808,1.3079181100389707,0.5572538717114015,0.8372482090238412,0.6995756145693459,1.3593223627110744,0.8576805515289427,1.043717964932322,1.2102409585686464,0.6440337094536267,1.1877279941082814,0.4630895031276815,0.9522376543647708,1.1669737995577754,0.9639949427490984,0.862060150579236,0.47697643756420816,1.177792455030683,0.5779251790108791,1.233898436043459
